TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. BOLD:AAA5695,KX295276,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KX292199,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. BIOUG20782-H04,KX141263,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KX107306,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KX106356,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KX103086,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KX102966,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KR148835,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. BOLD:AAA5695,KR148474,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. BOLD:AAA5695,KR145101,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KM536774,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KM536669,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche nr. lasia BOLD:AAA5695,KM531480,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KM529700,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche nr. lasia BOLD:AAA5695,KM528754,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KJ449344,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KJ448034,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,KJ448029,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche nr. analis BOLD:AAA5695,JN658029,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche nr. analis NBTRI025-08,JN658017,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMISA234-08,JN198183,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. BOLD:AAA5695,JN198180,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. BOLD:AAA5695,JN198165,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,HQ969963,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,HQ969874,99.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,HQ578346,99.4
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMI 1,HQ152351,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMI 1,HQ152348,99
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMI 1,HQ152343,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMI 1,HQ152120,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMI 1,HQ152118,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche sp. AMI 1,HQ150377,98.7
BR5,ESV_138302,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,HM102602,98.7
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MZ610855,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MZ610735,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. GS-spA,MZ610339,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius sp. 9TE,MN665388,70.6
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MG096162,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MG092771,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MG090322,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MG089950,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MF887652,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina digitata,MF887392,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Culicoides waringi,KT819759,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,KR509699,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD-2016,KR498135,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD-2016,KR494838,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius sp. 9TE,KR456400,70.6
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD-2016,KR433487,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD:AAG4874,KR255787,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD:AAG4874,KR245225,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD:AAG4874,KR243367,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD:AAG4874,KR243020,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BOLD:AAG4874,KR239109,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,KM959540,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius sp. 9TE,JN275455,70.6
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Neoempheria,Neoempheria sp. BOLD:AAG4912,HQ984624,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius sp. 9TE,HM421535,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius sp. 9TE,HM421419,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycomya,Mycomya sp. USDIQ1149-09,GU694853,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA,GU681112,70.3
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,Anthocharis cardamines,GU673002,70
BR5,ESV_140985,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mellicta,Mellicta deione,GU672871,70
BR5,ESV_140981,Eukaryota,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,MH926462,71.9
BR5,ESV_140932,Eukaryota,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,KM559599,72.3
BR5,ESV_140893,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,KR251152,76.1
BR5,ESV_140893,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,KR237904,76.1
BR5,ESV_140837,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA,KP420993,72
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,OP528289,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brachiacantha,Brachiacantha sp.,OK505682,88.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK084328,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK084120,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK083839,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK083827,88.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK083622,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK082754,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK082086,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK081409,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK081134,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MK080882,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brachiacantha,Brachiacantha groendali,MH979995,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MH927989,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,MH926883,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brumoides,Brumoides suturalis,KY845458,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brumoides,Brumoides suturalis,KY845425,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,Chilocorus nigritus,KY833944,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brumoides,Brumoides suturalis,KY831736,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,Chilocorus nigritus,KY831562,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,Chilocorus nigritus,KX051943,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Brumoides,Brumoides septentrionis,KU874482,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hyperaspis,Hyperaspis proba,KJ445209,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hyperaspis,Hyperaspis proba,KJ444321,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JF890584,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JF890583,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JF890553,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,Coccinellidae,NA,NA,JF890385,87.7
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA,HM891557,88.1
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA,HM424036,87.4
BR5,ESV_140828,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA,HM424035,87.4
BR5,ESV_140818,Eukaryota,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,KM561203,73.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MG308279,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MG086281,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MG079447,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Apallates,Apallates sp. BIOUG24119-A07,MG079262,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia sp. BIOUG27489-H08,MF889214,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia sp. BIOUG26987-E09,MF885209,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF828423,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF828165,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF828107,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF827564,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF827021,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF826836,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF826810,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF826754,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF826369,75.5
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF825984,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF825103,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF824411,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF823982,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF823130,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF822969,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF822872,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF822328,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF821639,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF821528,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820876,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820861,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820812,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820528,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820425,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820214,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820211,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820124,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820083,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF820031,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819903,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819874,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819815,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819735,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819713,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819651,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819624,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819569,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819527,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819465,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819292,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF819160,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF818911,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF818890,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF818720,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella sp. BIOUG20467-H03,MF818592,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,MF818551,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella sp. BOLD-2016,KR475103,75.2
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella sp. BOLD:AAI3425,KR393522,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia sp. BOLD:AAP6499,KR257918,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia sp. BOLD:AAP6499,KR257707,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia sp. BOLD:ACG3048,KM947792,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella sp. TAW2,KM935966,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,KM935679,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,KM628543,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia sp. JWDCE271-10,JF874414,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella sp. TAW2,JF873939,74.8
BR5,ESV_140802,Eukaryota,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Hemerobius,Hemerobius sp. NEUBC056-10,JF839681,75.2
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,MG469045,75.5
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,MG465391,75.5
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR381730,75.5
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR380812,75.2
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR379857,75.5
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR378138,75.5
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR376947,75.2
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR144438,75.5
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Neuroptera,Coniopterygidae,NA,NA,KR143168,75.8
BR5,ESV_140775,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,NA,NA,KM920557,75.2
BR5,ESV_140745,Eukaryota,Arthropoda,Insecta,Diptera,Chloropidae,Incertella,Incertella incerta,KM631683,74.5
BR5,ESV_064011,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,KM642195,75.5
BR5,ESV_140666,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,OM600193,74.5
BR5,ESV_140666,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,OM559017,74.5
BR5,ESV_140636,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycomya,Mycomya trivittata,MH114439,74.8
BR5,ESV_140636,Eukaryota,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crossocerus,Crossocerus nigritus,HQ943543,74.3
BR5,ESV_140589,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,OM708752,75.2
BR5,ESV_140589,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,OM604496,74.6
BR5,ESV_140589,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,OM597546,74.5
BR5,ESV_140589,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,OM587404,75.2
BR5,ESV_140589,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,OM586699,74.8
BR5,ESV_140589,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,NA,NA,OM583247,74.8
