TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
UniCOI,ESV_424468,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Clathria sp. 10 PRT-2020,MT491609,71.9
UniCOI,ESV_424468,Eukaryota,,,,,,,MH535935,70.9
UniCOI,ESV_424468,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Clathriidae,Ophlitaspongia,Ophlitaspongia papilla,KY492537,70.9
UniCOI,ESV_424468,Eukaryota,Arthropoda,Insecta,Hemiptera,Cercopidae,Tunaima,Tunaima brunneorubra,KX239971,71.7
UniCOI,ESV_424468,Eukaryota,Rhodophyta,Florideophyceae,Rhodymeniales,Faucheaceae,Gloiocladia,Gloiocladia australis,KU934272,70.9
UniCOI,ESV_424468,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Clathria rugosa,HE611604,71.7
UniCOI,ESV_424465,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Xiphosiphonia,Xiphosiphonia pinnulata,OP748270,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius adepta,ON255705,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius burnsi,ON255704,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius albezens,ON255703,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius communis,ON255702,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Limoniidae,,,OM579606,78
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella foreroi,MN982355,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella sp. BIOUG02091-E01,MN413958,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Eucelatoria,Eucelatoria gustavogutierrezi,MK908077,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,MH928836,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis sp. BIOUG20575-B08,MH418212,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis sp. BIOUG20575-B04,MH415559,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius orcynoides,MH357821,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius adepta,MH357820,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius communis,MH357819,77
UniCOI,ESV_424465,Eukaryota,Discosea,unk_class,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba comandoni,MH124201,77.6
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,,,MG473356,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Zygomyia,Zygomyia sp. BIOUG01402-A01,MG110217,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Zygomyia,Zygomyia sp. BIOUG01411-H07,MG102170,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa longipennis,LC617390,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta,Pyrausta aff. demantrialis PS1,KX072357,77
UniCOI,ESV_424465,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Xiphosiphonia,Xiphosiphonia pennata,KU958481,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella nr. corylifoliella BOLD-2016,KT144089,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Chelonus,Chelonus sp. BOLD-2016,KR890626,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Chelonus,Chelonus sp. BOLD-2016,KR798652,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BOLD:ABV9019,KP042261,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BOLD:AAV4006,KM971394,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BOLD:AAV4006,KM963945,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BOLD:AAV4006,KM962669,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BOLD:AAV4006,KM939464,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BOLD:AAV4006,KM643149,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella corylifoliella,KM553073,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella corylifoliella,KM551316,77.6
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella nr. corylifoliella BOLD:ABX9484,KM550964,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella nr. corylifoliella BOLD:ABX9484,KM545060,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella corylifoliella,KM544018,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella corylifoliella,KM541411,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus sp. NLG-2014,KJ825782,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,,,KJ086574,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea infirmaria,KF807820,78
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea infirmaria,KF807605,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus multispinus,KF676532,77
UniCOI,ESV_424465,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Xiphosiphonia,Xiphosiphonia pennata,KF671172,77.3
UniCOI,ESV_424465,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Xiphosiphonia,Xiphosiphonia pennata,KF671155,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Tyloptera,Tyloptera sp. BOLD:AAF0395,KF522519,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Hymenoptera,Argidae,Arge,Arge scita,KC976679,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Tabanidae,Scione,Scione nr. rufipes BDL-2013,KC592600,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,Euphyia sp. BOLD:AAJ0028,JX150364,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Eusarca,Eusarca sp. BOLD:AAI5581,JX149850,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachinidae gen. tachJanzen01,Tachinidae gen. tachJanzen01 sp. Janzen01,JQ575943,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,JQ573780,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Spicauda,Spicauda teleus,JQ529037,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,,,JN304611,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,Sciaridae,,,JN298955,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,JN277966,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus communis,JN277946,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius communis,JN277857,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella samiatella,JF854705,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Diptera,,,,HQ549315,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea carvalhoi,HM910647,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,,,HM432081,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,HM422590,77.6
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,Urbanus tanna,HM406576,78
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus adepta,HM391125,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,HM376810,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Cecropterus,Cecropterus bathyllus,GU694679,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea infirmaria,GU687180,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea infirmaria,GU686639,77.6
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea infirmaria,GU686637,77.3
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea leipnitzi,GU686588,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,GU666846,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stethusa,Stethusa spuriella,GQ980951,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Coleoptera,Endomychidae,Epipocus,Epipocus gorhami,GQ302357,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Arachnida,Araneae,Anapidae,Gertschanapis,Gertschanapis shantzi,FJ607565,77
UniCOI,ESV_424465,Eukaryota,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus communis,AF170857,77
UniCOI,ESV_424464,Eukaryota,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,KX051896,98.1
UniCOI,ESV_424463,Eukaryota,Annelida,Clitellata,Crassiclitellata,Aeolosomatidae,Aeolosoma,Aeolosoma sp. WA13,MN986512,82.1
UniCOI,ESV_424463,Eukaryota,Annelida,Clitellata,Crassiclitellata,Aeolosomatidae,Aeolosoma,Aeolosoma sp. GG-2011,HQ691224,82.1
UniCOI,ESV_424462,Eukaryota,Platyhelminthes,Catenulida,unk_order,Stenostomidae,Stenostomum,Stenostomum cf. simplex AW-2018,MH663466,84.3
UniCOI,ESV_424461,Eukaryota,Echinodermata,Crinoidea,Comatulida,Ptilometridae,Ptilometra,Ptilometra sp. DH-R,OP546035,73.8
UniCOI,ESV_424461,Eukaryota,Echinodermata,Crinoidea,Comatulida,Comatulidae,Anneissia,Anneissia pinguis,NC_054279,73.5
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NC_007684,73.5
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota linearis,MW224074,73.8
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota linearis,MW224071,73.5
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota linearis,MW224065,73.5
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota cf. ceylanica,MW223796,73.5
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota linearis,MK516750,74.1
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,MH593099,73.8
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Ralfsiales,Ralfsiaceae,Porterinema,Porterinema fluviatile,LC637234,73.2
UniCOI,ESV_424461,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota ceylanica,GQ425122,73.5
UniCOI,ESV_424460,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,,,,OK209669,75.1
UniCOI,ESV_424460,Eukaryota,Discosea,unk_class,Himatismenida,Cochliopodiidae,Cochliopodium,Cochliopodium arabianum,KJ781461,76
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria okadai,NC_037391,80.8
UniCOI,ESV_424459,Eukaryota,unk_phylum,unk_class,Apusomonadida,Apusomonadidae,Thecamonas,Thecamonas trahens,NC_026452,80.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri,MZ486872,81.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri,MZ486870,81.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri,MZ486524,81.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. 4 JV-2020,MW059058,80.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Amorphinopsis,Amorphinopsis sp. 1 JV-2020,MW059039,81.2
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. IOS_12,MT577591,81.2
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,,,MK833924,80.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,,,MK833923,80.8
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Amorphinopsis,Amorphinopsis sp. RUA-2017,MG029167,80.8
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. XMU02_001_078,KX244759,81.2
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. Halsp-5,EF217339,81.5
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. Halsp-3,EF217338,81.2
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. Halsp-2,EF217337,81.2
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria sp. Halsp-1,EF217336,81.2
UniCOI,ESV_424459,Eukaryota,Porifera,Demospongiae,Bubarida,Dictyonellidae,Scopalina,Scopalina ruetzleri,AY561976,81.5
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Pythium,Pythium sp. KB-2023a,OR662035,74.1
UniCOI,ESV_424458,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. 3 CWD-2005,OQ957201,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium sp.,OQ718335,73.8
UniCOI,ESV_424458,Eukaryota,Arthropoda,Arachnida,Araneae,Anapidae,Enielkenie,Enielkenie acaroides,OP609789,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora alticola,OP495768,73.8
UniCOI,ESV_424458,Eukaryota,Arthropoda,Arachnida,Araneae,,,,OL694585,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,NC_014280,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora panamensis,MZ736429,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora boodjera,MZ736426,73.8
UniCOI,ESV_424458,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis,MW849270,74.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,MW605197,73.8
UniCOI,ESV_424458,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Palisada,Palisada sp.,MT996227,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium spinosum,MT981112,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium spinosum,MT222931,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora novae-guineae,MN883605,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora heveae,MN866096,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora heveae,MN866095,73.8
UniCOI,ESV_424458,Eukaryota,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides chamulaensis,MK479168,74.4
UniCOI,ESV_424458,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,MH927605,74.1
UniCOI,ESV_424458,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia pluma,MH282616,74.1
UniCOI,ESV_424458,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia kirchenpaueri,MH282595,74.4
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,MH202657,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora quercetorum,MH136969,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora litchii,MH136920,73.8
UniCOI,ESV_424458,Eukaryota,Discosea,unk_class,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba comandoni,MH124201,74.1
UniCOI,ESV_424458,Eukaryota,Discosea,unk_class,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba astronyxis,MG924718,73.8
UniCOI,ESV_424458,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia sertularioides,MF094001,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium sp.,LC535406,73.8
UniCOI,ESV_424458,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneuropsis,Polyneuropsis stolonifera,KY682896,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,KJ639195,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,KJ639192,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,KJ639190,74.4
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,KJ639185,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,KJ639179,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora boodjera,KJ396693,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora alticola,KJ396686,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Saprolegniales,Saprolegniaceae,Achlya,Achlya hypogyna,KF226724,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Lagenidiales,Lagenidiaceae,Lagenidium,Lagenidium deciduum,KC741455,73.8
UniCOI,ESV_424458,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Corrosella,Corrosella hinzi,JX081840,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708983,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708979,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708978,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708959,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708958,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708920,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708919,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708911,73.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,HQ708906,73.8
UniCOI,ESV_424458,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia constricta,HM573542,74.8
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,GU138663,74.1
UniCOI,ESV_424458,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium emineosum,GQ244423,73.8
UniCOI,ESV_424457,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Rhodospirillum,Rhodospirillum centenum,BOLD_GBBAC105,75.4
