TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
BR5,ESV_141115,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,KC791165,70.2
BR5,ESV_141114,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,72.9
BR5,ESV_141113,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula minima,HM449704,86.1
BR5,ESV_141112,Eukaryota,unk_phylum,Bigyra,Thraustochytrida,Thraustochytriaceae,Schizochytrium,Schizochytrium sp.,MN117902,78.1
BR5,ESV_141112,Eukaryota,unk_phylum,Bigyra,,,,,DQ641205,79
BR5,ESV_141110,Eukaryota,unk_phylum,Bigyra,Thraustochytrida,Thraustochytriaceae,,,MN117900,81
BR5,ESV_141110,Eukaryota,unk_phylum,Bigyra,,,,,DQ641205,81.6
BR5,ESV_141109,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,78.2
BR5,ESV_141108,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,74.2
BR5,ESV_141108,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,73.2
BR5,ESV_141107,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,74.5
BR5,ESV_141107,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,KC791165,74.5
BR5,ESV_141104,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula minima,HM449704,72.3
BR5,ESV_141102,Eukaryota,unk_phylum,Phaeophyceae,Ectocarpales,Chordariaceae,Cladosiphon,Cladosiphon okamuranus,MG488292,80.6
BR5,ESV_141102,Eukaryota,Annelida,,,,,,KP255139,81.3
BR5,ESV_141102,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Microchloropsis,Microchloropsis salina,KJ410689,80.6
BR5,ESV_141102,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Nannochloropsis gaditana,KJ410686,81.6
BR5,ESV_141101,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,77.2
BR5,ESV_141100,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Colpodes,Colpodes buchanani,OL343507,100
BR5,ESV_141097,Eukaryota,Arthropoda,Ostracoda,Podocopida,Candonidae,Pseudocandona,Pseudocandona sp. n. AK-2019,MN013132,81.9
BR5,ESV_141097,Eukaryota,Arthropoda,Ostracoda,Podocopida,Candonidae,Fabaeformiscandona,Fabaeformiscandona acuminata,MN013124,81.9
BR5,ESV_141097,Eukaryota,Arthropoda,Ostracoda,Podocopida,Macrocyprididae,Macroscapha,Macroscapha walterae,GU566892,81
BR5,ESV_141096,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,74.2
BR5,ESV_141096,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,74.8
BR5,ESV_141096,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,KJ671751,74.2
BR5,ESV_141096,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,KJ671749,74.2
BR5,ESV_141095,Eukaryota,Arthropoda,Arachnida,,,,,KR100193,70.3
BR5,ESV_141095,Eukaryota,Arthropoda,Hexanauplia,,,,,KJ433980,71
BR5,ESV_141094,Eukaryota,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sp. WM-2017a,LC215490,81.5
BR5,ESV_141094,Eukaryota,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sp. WM-2017a,LC215489,81.2
BR5,ESV_141094,Eukaryota,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sp. SHHS141029,KX620027,80.8
BR5,ESV_141094,Eukaryota,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sp. AMD-2002,AF499052,81.2
BR5,ESV_141093,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,KC791173,85.5
BR5,ESV_141092,Eukaryota,Annelida,Polychaeta,Sabellida,Serpulidae,Pileolaria,Pileolaria sp. 11BIOAK-0893,MF121376,71.3
BR5,ESV_141092,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,Neanthes sp. RP2011-N,JX866607,71.3
BR5,ESV_141091,Eukaryota,Rotifera,Eurotatoria,Ploima,Notommatidae,Notommata,Notommata allantois,MT521626,79.9
BR5,ESV_141091,Eukaryota,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane bulla,MN983090,79.9
BR5,ESV_141091,Eukaryota,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane sp. cornuta1,JX216679,80.2
BR5,ESV_141091,Eukaryota,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane sp. cornuta1,JX216678,80.2
BR5,ESV_141091,Eukaryota,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,Lecane sp. cornuta1,JX216677,80.5
BR5,ESV_141091,Eukaryota,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna silvestrii,HM880043,79.6
BR5,ESV_141089,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,75.1
BR5,ESV_141089,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,75.7
BR5,ESV_141089,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,KJ671751,75.5
BR5,ESV_141089,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,KJ671749,75.5
BR5,ESV_141088,Eukaryota,unk_phylum,Phaeophyceae,Dictyotales,Dictyotaceae,Lobophora,Lobophora variegata,MW127557,73.9
BR5,ESV_141088,Eukaryota,unk_phylum,Phaeophyceae,Ectocarpales,Chordariaceae,,,LM995365,73.9
BR5,ESV_141088,Eukaryota,unk_phylum,Synurophyceae,Synurales,Mallomonadaceae,Synura,Synura sphagnicola,KX100836,74.2
BR5,ESV_141086,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,74.8
BR5,ESV_141086,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,74.8
BR5,ESV_141086,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,KJ671751,75.2
BR5,ESV_141086,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,KJ671749,75.2
BR5,ESV_141085,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira sp. A13 LG-2014,KJ671756,79
BR5,ESV_141085,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira sp. 24 LG-2014,KJ671753,79.9
BR5,ESV_141085,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros danicus,KJ671726,79.9
BR5,ESV_141083,Eukaryota,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Tubulophilinopsis,Tubulophilinopsis pilsbryi,MN690593,71.7
BR5,ESV_141083,Eukaryota,Arthropoda,,,,,,MH339398,71.7
BR5,ESV_141083,Eukaryota,Mollusca,Gastropoda,,,,,MH339366,71.7
BR5,ESV_141083,Eukaryota,Annelida,Polychaeta,Eunicida,Amphinomidae,Chloeia,Chloeia parva,EU352320,72.3
BR5,ESV_141082,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,72.6
BR5,ESV_141082,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,73.5
BR5,ESV_141081,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,75.4
BR5,ESV_141081,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,75.2
BR5,ESV_141081,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,KJ671751,75.8
BR5,ESV_141081,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,KJ671749,75.8
BR5,ESV_141080,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,74.5
BR5,ESV_141080,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,KJ671751,75.2
BR5,ESV_141080,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,KJ671749,75.2
BR5,ESV_141079,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,MT684685,76.3
BR5,ESV_141079,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,KJ671751,76.4
BR5,ESV_141079,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,KJ671749,76.4
BR5,ESV_141078,Eukaryota,Arthropoda,Arachnida,,,,,KR102520,74.5
BR5,ESV_141078,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,KC791165,73.9
BR5,ESV_141077,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,KC791165,76
BR5,ESV_141076,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,MZ152017,91
BR5,ESV_141076,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,MZ152012,91.3
BR5,ESV_141076,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,MZ151994,90.6
BR5,ESV_141076,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Pythium,Pythium sp. 'rhizoterrae',MW661035,91
BR5,ESV_141076,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Pythium,Pythium sp. 'aquasilvae',MW661030,90.6
BR5,ESV_141076,Eukaryota,Oomycota,unk_class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,MT981146,91
